"species","Spearman_Correlation","P_value"
"Acetivibrio_clariflavus",-0.386157541760903,0.125770109354635
"Microbacterium_binotii",-0.386072739165135,0.125860354203892
"Halobacterium_hubeiense",-0.386060368654495,0.125873522372097
"Streptomyces_globisporus",-0.386054587681111,0.125879676435335
"Atribacter_laminatus",0.386029069578023,0.12590684392156
"Leifsonia_sp._ZF2019",-0.385871816570645,0.126074351343701
"Chitinophaga_filiformis",-0.385790920564428,0.126160583051437
"Sphingobium_amiense",-0.38572919161047,0.126226411150244
"Pectobacterium_aquaticum",-0.38572919161047,0.126226411150244
"Jannaschia_sp._GRR-S6-38",-0.385538449928223,0.126429970445298
"Hyphomonas_sp._CACIAM_19H1",-0.385336924137789,0.126645286997492
"Dechloromonas_sp._A34",-0.385277946021258,0.126708349397818
"[Phormidium]_sp._ETS-05",0.38510122352396,0.126897441090199
"Cobetia_marina",-0.385077023107703,0.126923350643754
"Marinobacter_salinus",-0.385058940553956,0.126942712670871
"Streptococcus_pluranimalium",0.385039925222564,0.126963075696257
"Xanthobacter_autotrophicus",-0.384943058107403,0.127066843504367
"Pikeienuella_piscinae",-0.384777259720032,0.127244590244586
"Serratia_odorifera",-0.384760769405098,0.127262278407352
"Brevundimonas_sp._M20",-0.384688965906479,0.12733931763881
"Leisingera_sp._S132",-0.384669496705649,0.127360212081778
"Thiomicrorhabdus_immobilis",-0.384647212350661,0.127384130692707
"Streptomyces_mobaraensis",-0.384600021554042,0.127434792622742
"Streptomyces_bathyalis",-0.384543510334274,0.127495479003286
"Mariprofundus_aestuarium",-0.384388779387173,0.127661744764242
"Mycolicibacterium_madagascariense",-0.384067702929994,0.128007238233268
"Dickeya_lacustris",-0.384014739640861,0.128064291709947
"Parolsenella_catena",-0.383975309564864,0.128106778337994
"Pantoea_rwandensis",-0.383918022666744,0.128168523497975
"Adlercreutzia_hattorii",-0.383766450400708,0.128331991526429
"Borrelia_puertoricensis",0.383766450400708,0.128331991526429
"[Pantoea]_beijingensis",-0.383710689918098,0.128392164715327
"Mycolicibacter_sp._MYC123",-0.383710689918098,0.128392164715327
"Pedobacter_sp.",0.383682172903461,0.128422946061807
"Mycoplasmopsis_maculosa",-0.383296292667418,0.12883997123977
"Amycolatopsis_acidiphila",-0.383250883157425,0.128889107682423
"Acinetobacter_sp._CS-2",-0.383223370778184,0.128918884448042
"Polaromonas_vacuolata",-0.382819706994733,0.12935632169871
"Streptomyces_sp._SCA4-21",-0.382483118810556,0.129721859435753
"Mycobacterium_lentiflavum",-0.382394538449812,0.129818177693078
"Rhizobium_sp._Pop5",-0.382394538449812,0.129818177693078
"Sulfurovum_mangrovi",-0.382392363397463,0.12982054337112
"Pantoea_dispersa",-0.38236642491069,0.12984875746489
"Achromobacter_ruhlandii",-0.38215118333178,0.130083046791425
"Natribaculum_luteum",-0.382103410860531,0.13013508667756
"Candidatus_Chazhemtobacterium_aquaticus",-0.382032935968511,0.13021188334946
"Paracidovorax_cattleyae",-0.382006154688884,0.130241075232998
"Edaphobacter_sp._12200R-103",-0.381957707095088,0.130293895183539
"Candidatus_Thiothrix_anitrata",-0.381921419389166,0.130333467571924
"Myxococcus_sp._MxC21-1",-0.381921419389166,0.130333467571924
"Geomonas_subterranea",-0.381848249329886,0.13041328621045
"Streptomyces_sp._GMY02",-0.381758661203437,0.130511060968332
"Cytobacillus_spongiae",-0.381758661203437,0.130511060968332
"Homoserinibacter_sp._YIM_151385",-0.381736934483435,0.130534780761381
"Sphaerospermopsis_torques-reginae",-0.381688800692351,0.130587340708456
"Iodobacter_fluviatilis",-0.381520985011955,0.130770702872285
"Anaerotignum_propionicum",-0.381488326880066,0.130806407231338
"Clostridium_saccharoperbutylacetonicum",-0.381445281894835,0.130853477629927
"Allobaculum_sp._Allo2",0.381252080419014,0.131064891474867
"Vibrio_metschnikovii",-0.380937333688142,0.131409815789393
"Proteus_sp._ZN5",-0.380931763061859,0.131415926189035
"Rugamonas_sp._DEMB1",-0.380917365337531,0.131431719913712
"Streptomyces_sp._HP-A2021",-0.380917365337531,0.131431719913712
"Lactobacillus_sp._ESL0677",0.380719331861533,0.13164908835044
"Microbulbifer_variabilis",-0.380701147845115,0.131669060255339
"Aeromonas_sp._BC14",-0.380701147845115,0.131669060255339
"Acinetobacter_sp._GSS19",-0.38068883489417,0.131682585033611
"Sphingosinicella_microcystinivorans",-0.380672247500011,0.13170080646504
"Actinocatenispora_thailandica",-0.380599231055206,0.131781036616455
"Rathayibacter_sp._VKM_Ac-2801",0.380331118923254,0.132075927895527
"Bacteroides_sp._D2",-0.380181960704168,0.13224018208581
"Streptomyces_californicus",-0.380151750372316,0.132273467181502
"Campylobacter_sp._RM16192",-0.380021087941811,0.13241749514969
"Agromyces_sp._H17E-10",0.379899296191046,0.132551842935977
"Bacillus_sp._THAF10",-0.379636967209408,0.132841537461238
"Collimonas_arenae",0.379503979198679,0.132988565967072
"Microbacterium_sp._PM5",-0.379418028457795,0.133083651118563
"Salinicola_tamaricis",-0.379418028457795,0.133083651118563
"Chlorobium_limicola",-0.379361758635928,0.133145926524334
"Filimonas_lacunae",-0.379272499849049,0.13324475316847
"Conchiformibius_steedae",-0.379141389695911,0.133390009464371
"Amycolatopsis_sp._FBCC-B4732",-0.379118505738194,0.133415373729185
"Microbacterium_oxydans",-0.378968364479934,0.133581871119954
"Streptomyces_rectiverticillatus",-0.378874898256519,0.133685592050074
"Halobaculum_sp._SYNS20",-0.378858005583041,0.133704344064036
"Streptomyces_harbinensis",-0.378855913197997,0.133706666880226
"Hyphomonas_neptunium",-0.378718855967808,0.13385887889302
"Corynebacterium_kutscheri",-0.378658623223051,0.133925809672629
"Basfia_succiniciproducens",-0.378411554312979,0.134200595761119
"Nocardioides_sp._cx-173",-0.378354409887754,0.134264206412141
"Ralstonia_pickettii",-0.378081377120923,0.134568422548252
"Halovivax_ruber",-0.377964473009227,0.134698824143407
"Hyphomonas_sp._KY3",-0.377964473009227,0.134698824143407
"Bordetella_genomosp._6",-0.377964473009227,0.134698824143407
"Candidatus_Sneabacter_namystus",-0.377964473009227,0.134698824143407
"Pseudomonas_sp._S09G_359",-0.377964473009227,0.134698824143407
"Vibrio_echinoideorum",0.377964473009227,0.134698824143407
"Collinsella_aerofaciens",-0.377493750759857,0.135224779804057
"Chitinibacter_bivalviorum",-0.377487114866657,0.135232204475006
"Hafnia_alvei",-0.377288975242609,0.135454025954185
"Arthrobacter_agilis",-0.377200248659681,0.135553438748956
"Halothece_sp._PCC_7418",0.377094988367786,0.135671441984778
"Nocardia_asteroides",-0.377085280208849,0.135682329001919
"Amycolatopsis_sp._HUAS_11-8",-0.376963169148437,0.135819319548121
"Novosphingobium_sp._KACC_22771",-0.376889180722205,0.135902370121224
"uncultured_Ruegeria_sp.",-0.376889180722205,0.135902370121224
"Yoonia_vestfoldensis",-0.376802206233347,0.136000042177937
"Alteromonas_macleodii",-0.376718942903721,0.136093592064382
"Phyllobacterium_sp._T1293",-0.376386326354541,0.136467744576227
"Microbulbifer_elongatus",-0.376325272582528,0.136536499644625
"Vibrio_atlanticus",0.376325272582528,0.136536499644625
"Aerococcus_christensenii",-0.376086062510478,0.13680611414209
"Aureimonas_sp._SA4125",-0.375930218806316,0.136981963819909
"Candidatus_Sulfidibacterium_hydrothermale",-0.375812844535212,0.137114508681554
"Methylobacterium_radiotolerans",-0.375736824013218,0.137200402073845
"Paenibacillus_polymyxa",-0.375229990821989,0.13777400793496
"Brevundimonas_diminuta",-0.375212449277931,0.137793890070672
"Chromohalobacter_salexigens",-0.374958455658212,0.138081996334099
"Gordonia_pseudamarae",-0.374928280451464,0.138116251824945
"Luteibacter_pinisoli",-0.374727569887761,0.13834425162898
"Microbacterium_phage_Cressida",-0.374465340392554,0.138642525674712
"Rodentibacter_heylii",-0.374463495660174,0.138644625542892
"Campylobacter_lanienae",-0.374318552953186,0.138809683126831
"Corynebacterium_jeddahense",-0.374305637845949,0.138824397139776
"Duodenibacillus_massiliensis",-0.374305637845949,0.138824397139776
"Acetobacter_tropicalis",-0.374190284169131,0.138955865777661
"Streptomyces_tendae",-0.374170190461051,0.138978775360963
"Spiroplasma_alleghenense",-0.374170190461051,0.138978775360963
"Frigoribacterium_sp._NBH87",-0.374005054190647,0.139167152002474
"Rhodoferax_sediminis",-0.373652307596299,0.139570131560123
"Dybvigvirus_Av1",-0.373528620007633,0.139711623105226
"Shewanella_algae",0.373448804105631,0.139802980388419
"Chakrabartyella_piscis",-0.373175896266583,0.140115661618078
"Candidatus_Comchoanobacter_bicostacola",0.373043538880454,0.140267481982228
"Pseudomonas_tensinigenes",-0.372677996249965,0.140687365534709
"Leclercia_sp._W6",-0.372677996249965,0.140687365534709
"Corynebacterium_suranareeae",-0.372677996249965,0.140687365534709
"Mycoplasma_sp._E35C",-0.372677996249965,0.140687365534709
"Enterobacter_oligotrophicus",-0.372677996249965,0.140687365534709
"Buttiauxella_sp._WJP83",-0.372677996249965,0.140687365534709
"Pseudomonas_sp._FP1742",-0.372677996249965,0.140687365534709
"Ruegeria_sp._THAF33",-0.372677996249965,0.140687365534709
"Thermococcus_piezophilus",-0.372677996249965,0.140687365534709
"Exiguobacterium_sp._U13-1",-0.372677996249965,0.140687365534709
"Achromobacter_sp._77",-0.372677996249965,0.140687365534709
"Streptococcus_pseudopneumoniae",0.372549019607843,0.141473445278624
"Selenomonas_timonae",-0.372549019607843,0.141473445278624
"Paracoccus_aminovorans",-0.372350383179587,0.141064415509628
"Pseudoalteromonas_sp._SCSIO_43201",-0.372179706544287,0.141261122548537
"Methylomagnum_ishizawai",-0.372110164635615,0.141341324588942
"Isoptericola_variabilis",-0.372036759548939,0.141426015978002
"Rhizobium_ruizarguesonis",-0.371944538327876,0.14153246602433
"Micromonospora_halotolerans",-0.371730148931291,0.14178014655777
"Streptomyces_vinaceus",0.3716280625569,0.141898189963123
"Streptococcus_thermophilus",-0.371551265421773,0.141987035722833
"Streptomyces_subrutilus",-0.371290367926594,0.142289150843965
"Mesorhizobium_sp._M3A.F.Ca.ET.080.04.2.1",-0.371026985153116,0.142594591816544
"Clostridium_tyrobutyricum",-0.370996297201462,0.142630209449981
"Abyssicoccus_albus",-0.370784110526889,0.142876648873687
"Aeromonas_salmonicida",-0.37061586285067,0.143072264180529
"Spirosoma_endbachense",-0.370502328405111,0.143204370369339
"Methanomethylovorans_hollandica",-0.370479286817474,0.143231191279031
"Bradyrhizobium_septentrionale",-0.370208237431001,0.143546957718198
"Sphingosinicella_sp._BN140058",-0.370206464624443,0.14354902457008
"Mixta_gaviniae",-0.370078882067402,0.143697822177218
"Helcobacillus_massiliensis",-0.369987984459922,0.143803899261007
"Flavobacterium_sp._MDT1-60",-0.369531461504839,0.144337472445742
"Devriesea_agamarum",-0.36943322556686,0.144452465647577
"Croceicoccus_sp._Ery15",-0.369305788585473,0.144601734703842
"Lawsonella_clevelandensis",-0.369175434656051,0.144754529876119
"Corynebacterium_phocae",-0.369077158217558,0.144869798414462
"Croceicoccus_sp._YJ47",-0.369047312122477,0.144904817390326
"Mesorhizobium_sp._M2A.F.Ca.ET.043.05.1.1",-0.369006202308373,0.14495306180161
"Limnoglobus_roseus",-0.368955274914556,0.14501284290607
"Cobetia_sp._L2A1",-0.368955274914556,0.14501284290607
"Hirschia_baltica",0.368932393686311,0.145039707532455
"Mycobacterium_sp._DL592",-0.368919945215072,0.14505432459429
"Globicatella_sanguinis",0.368829959758811,0.145160016046249
"Curtobacterium_sp._MCBD17_026",-0.368683180497428,0.145332527349324
"Microbacterium_sp._AB",-0.368635036141478,0.145389142548308
"Mycolicibacterium_pulveris",-0.368376917502457,0.145692934170031
"Salinimonas_marina",-0.368357726267122,0.145715538574265
"Leptolyngbya_sp._7M",-0.368093951314527,0.146026469600175
"Apilactobacillus_bombintestini",0.368004836806331,0.146131618112297
"Limnohabitans_sp._INBF002",-0.367990036096994,0.146149086873788
"Tritonibacter_scottomollicae",-0.367990036096994,0.146149086873788
"Methanofollis_liminatans",-0.367990036096994,0.146149086873788
"Methanospirillum_hungatei",-0.367990036096994,0.146149086873788
"Peribacillus_muralis",-0.367861025833852,0.146301413780222
"Sphingomicrobium_aestuariivivum",-0.367845697971772,0.146319519145998
"Agrococcus_sp._SCSIO52902",-0.367709477437618,0.146480491121897
"Agrococcus_sp._REN33",0.36759227533009,0.146619086040006
"Lactobacillus_sp._JM1",-0.367573522057353,0.146641270664715
"Pseudomonas_sp._M30-35",0.367315985576071,0.146946162073933
"Parvularcula_bermudensis",-0.367224011778839,0.147055152795549
"Salicibibacter_halophilus",-0.367198890767266,0.147084931297588
"Pandoraea_commovens",-0.367198890767266,0.147084931297588
"Crassaminicella_indica",-0.367186682024336,0.147099405058657
"Verrucomicrobium_sp._GAS474",-0.367165388950099,0.147124650848067
"Aquimarina_sp._AD10",-0.367105573399064,0.147195586057991
"Shewanella_psychrophila",0.36690290449559,0.14743610496313
"Staphylococcus_sp._17KM0847",-0.366813394576331,0.147542417134848
"Nocardioides_aromaticivorans",-0.366761652436474,0.147603895911723
"Dehalogenimonas_etheniformans",-0.366722800527577,0.147650070344471
"Shewanella_pealeana",-0.366679398811285,0.14770166378533
"Acinetobacter_sp._WY4",-0.366652285159966,0.147733901179234
"Frigoribacterium_sp._SL97",-0.366639506304291,0.147749096560016
"Lysinibacillus_sp._SGAir0095",-0.366493845010233,0.147922378467078
"Xanthomonas_sp._SS",-0.366370332177545,0.148069420952045
"Mycobacterium_leprae",-0.366274320116838,0.148183792707524
"Brachybacterium_sp._P6-10-X1",-0.366125833719588,0.148360792039271
"Arthrobacter_sp._StoSoilB22",-0.365971792894428,0.148544565108101
"Emcibacter_sp.",-0.3659625273557,0.148555623997936
"Mycoplasmopsis_fermentans",0.3659625273557,0.148555623997936
"Metabacillus_sp._cB07",-0.365953057787073,0.148566926989404
"Pelagerythrobacter_marinus",-0.365948207425318,0.148572716667472
"Slackia_heliotrinireducens",-0.365929193387266,0.148595414433143
"Bacillus_wiedmannii",-0.365805920224044,0.148742627710583
"Pantoea_phytobeneficialis",-0.365758895117199,0.148798811531065
"Paraburkholderia_caledonica",-0.365758895117199,0.148798811531065
"Limnohabitans_sp._63ED37-2",-0.365721962418908,0.148842947492417
"Arthrobacter_sp._ERGS1:01",-0.365713180007174,0.148853444121017
"Streptomyces_sp._Caat_7-52",-0.365713180007174,0.148853444121017
"Zymomonas_mobilis",-0.365688467381128,0.148882983057343
"Brevibacterium_limosum",-0.36561645168243,0.148969086080001
"Candidatus_Portiera_aleyrodidarum",-0.365449846565929,0.149168412018249
"Flavobacterium_indicum",-0.365379576729362,0.14925253729013
"Bradyrhizobium_sp._CCBAU_53338",-0.365316140285289,0.14932850963412
"Clavibacter_zhangzhiyongii",-0.365316140285289,0.14932850963412
"Thiobacillus_denitrificans",-0.365316140285289,0.14932850963412
"Pseudomonas_sp._SO81",-0.365297503133004,0.149350834760525
"uncultured_Methanolobus_sp.",-0.365124968337336,0.149557619523909
"Corynebacterium_kefirresidentii",-0.365073021907303,0.149619916151834
"Rhodopseudomonas_sp._P2A-2r",-0.365044088254684,0.149654622447903
"Streptomyces_sp._FZ201",-0.364981883490329,0.149729256497568
"Lutibacter_profundi",-0.364376538560255,0.150456884552606
"Polaromonas_sp._JS666",-0.364055023864761,0.150844326745716
"Pantoea_agglomerans",-0.363879222043928,0.151056464856192
"Bartonella_ancashensis",0.363863585267162,0.151075343432829
"Bordetella_genomosp._9",-0.3638034375545,0.151147975908253
"Streptomyces_antibioticus",-0.3638034375545,0.151147975908253
"Ligilactobacillus_agilis",0.363648904039501,0.151334694903233
"Spartinivicinus_ruber",-0.363534252584195,0.151473327015978
"Thiosulfatimonas_sediminis",-0.363471109273747,0.151549714440576
"Moraxella_nasicaprae",-0.363425073355934,0.151605422804496
"Flavobacterium_channae",-0.363359598160298,0.151684678815679
"Bordetella_hinzii",-0.363224539032807,0.151848253585441
"Enterobacteriaceae_endosymbiont_of_Donacia_crassipes",-0.363197646794765,0.151880838053475
"Pseudomonas_sp._FP2309",-0.363197646794765,0.151880838053475
"Hymenobacter_sp._5414T-23",-0.363197646794765,0.151880838053475
"Nitratiruptor_sp._YY09-18",-0.363197646794765,0.151880838053475
"Arthrobacter_sp._PAMC_25486",-0.363128673702172,0.151964432342432
"Mycobacterium_riyadhense",-0.363082387585844,0.152020547960367
"Salinibacterium_sp._ZJ70",-0.362842015756205,0.152312193240071
"Stenotrophomonas_indicatrix",-0.362572288718953,0.15263990916595
"Brachybacterium_huguangmaarense",-0.362438533058667,0.152802599127608
"Arthrobacter_sp._FW306-2-2C-D06B",-0.362436630481436,0.152804914125949
"Aeromicrobium_yanjiei",-0.362390603333482,0.152860925845571
"Enterococcus_saigonensis",0.362341510251317,0.152920683997589
"Paenibacillus_donghaensis",-0.362253798326012,0.153027490226161
"Idiomarina_piscisalsi",-0.362236257710619,0.153048855411215
"Couchioplanes_caeruleus",-0.361856456811786,0.153511966698778
"Sporosarcina_sp._Marseille-Q4063",-0.361834212527095,0.15353911986708
"Ferrimonas_balearica",-0.361751544948836,0.153640059234692
"Brevibacterium_spongiae",-0.361748358359814,0.153643951050704
"Weissella_diestrammenae",0.361739021707236,0.153655354392918
"Paraburkholderia_edwinii",-0.36168116470626,0.15372603102076
"[Clostridium]_colinum",-0.361513567425164,0.153930888431895
"Achromobacter_sp._MFA1_R4",-0.361457807440656,0.153999086109775
"Paraliobacillus_zengyii",-0.361457807440656,0.153999086109775
"Agrobacterium_cucumeris",-0.361435422407179,0.154026470079946
"Curtobacterium_sp._MCLR17_032",-0.361370033964404,0.154106479784877
"Micromonospora_sp._HUAS_3",-0.361347721772607,0.154133787591237
"Mycobacterium_avium",-0.361193039817916,0.154323192778494
"Lactobacillus_sp._CBA3605",0.360882990719612,0.154703318771219
"Halobaculum_sp._YSMS11",0.360843918243516,0.154751267492885
"Haladaptatus_sp._ZJ1",-0.360843918243516,0.154751267492884
"Moraxella_nasibovis",-0.360841406268756,0.154754350468375
"Pontibacter_pudoricolor",0.360640729418894,0.155000778436975
"Stutzerimonas_kunmingensis",-0.360525028302083,0.155142978746753
"Vibrio_navarrensis",-0.36039298978891,0.155305366552419
"Ephemeroptericola_cinctiostellae",-0.36039298978891,0.155305366552419
"Corynebacterium_macginleyi",-0.360327237481449,0.155386275221792
"Metamycoplasma_salivarium",-0.360327237481449,0.155386275221792
"Oceanobacillus_iheyensis",-0.360301879288836,0.155417486306553
"Acinetobacter_sp._YH16056_T",0.360225167122048,0.155511930250695
"Flavobacterium_aquiphilum",0.360075370639605,0.155696464144142
"Paenibacillus_physcomitrellae",-0.359924153315817,0.155882899220905
"Pectobacterium_wasabiae",-0.359781047250664,0.156059473592229
"Candidatus_Phytoplasma_solani",-0.359781047250664,0.156059473592229
"Verrucosispora_sp._WMMA2044",-0.359781047250664,0.156059473592229
"Mycobacterium_sp._Aquia_213",-0.359738467092251,0.156112038214408
"Corynebacterium_sanguinis",-0.359566862954649,0.156324003062189
"Paracoccus_seriniphilus",-0.359550541339819,0.156344173638743
"Pseudomonas_sp._LS44",-0.359500297268579,0.156406277356879
"Virgibacillus_necropolis",-0.359363992854272,0.156574839522252
"Microbacterium_atlanticum",-0.35935731045299,0.156583106548426
"Lonsdalea_populi",-0.359227111514511,0.156744239231019
"Caldilinea_aerophila",-0.35904763255676,0.156966544769202
"Rheinheimera_sp._MMS21-TC3",0.35904763255676,0.156966544769202
"Rhodospirillum_rubrum",-0.359040244669383,0.156975700109028
"Thiomicrospira_sp._S5",-0.358956809830881,0.157079120768132
"Sphingomonas_sp._NIBR02145",-0.358821771532178,0.157246603849712
"Corynebacterium_sp._22KM0430",0.358821771532177,0.157246603849712
"Stappia_sp._ES.058",-0.3587743334342,0.157305468343889
"Desulfosarcina_widdelii",-0.358587950752519,0.157536889720542
"Streptococcus_sp._zg-86",0.358502756500888,0.157642747725672
"Trichococcus_shcherbakoviae",0.358051973371759,0.158203670807254
"Trichormus_azollae",-0.358018790978908,0.15824501405959
"Sediminibacillus_dalangtanensis",-0.357953795160235,0.158326016138608
"Hahella_sp._HNIBRBA332",0.357936016239122,0.158348178298683
"Pandoraea_sp._NE5",0.357936016239122,0.158348178298683
"Haemophilus_parainfluenzae",0.357843137254902,0.158830702106608
"Leminorella_richardii",-0.357767052312399,0.158558903787335
"Halarchaeum_sp._CBA1220",-0.35746969949444,0.158930212521627
"Serratia_sp._JSRIV001",-0.357439916186097,0.158967435798302
"Pseudomonas_sp._OE_28.3",-0.35724788371685,0.159207580438765
"Roseovarius_sp._THAF27",-0.35724788371685,0.159207580438765
"Acinetobacter_sp._AS23",0.35721725415588,0.159245906698378
"Halobaculum_sp._XH14",-0.35721725415588,0.159245906698378
"Cimpunavirus_CMP1",0.35721725415588,0.159245906698378
"Pseudomonas_asplenii",-0.35721725415588,0.159245906698378
"Shewanella_spartinae",-0.35721725415588,0.159245906698378
"Rhizobium_sp._CB3171",-0.35721725415588,0.159245906698378
"Methanobacterium_formicicum",-0.35721725415588,0.159245906698378
"Geobacillus_virus_E2",-0.35721725415588,0.159245906698378
"Eneladusvirus_BF",-0.35721725415588,0.159245906698378
"Parapoxvirus_of_red_deer_in_New_Zealand",-0.35721725415588,0.159245906698378
"Paenibacillus_sp._IHB_B_3084",-0.35721725415588,0.159245906698378
"Thermofilum_adornatum",-0.35721725415588,0.159245906698378
"Lactococcus_sp._LG1074",-0.35721725415588,0.159245906698378
"Lacticaseibacillus_casei",-0.35721725415588,0.159245906698378
"Bacillaceae_bacterium_JMAK1",-0.35721725415588,0.159245906698378
"Rhodococcus_sp._AQ5-07",-0.35721725415588,0.159245906698378
"Streptomyces_sp._S1D4-20",-0.35721725415588,0.159245906698378
"Parasynechococcus_marenigrum",-0.35721725415588,0.159245906698378
"Klebsiella_sp._FDAARGOS_511",-0.35721725415588,0.159245906698378
"Enterobacter_cloacae_complex_sp._R_G8",-0.35721725415588,0.159245906698378
"Shigella_boydii",-0.35721725415588,0.159245906698378
"Erwinia_sp._QL-Z3",-0.35721725415588,0.159245906698378
"Pseudomonas_sp._B21-059",-0.35721725415588,0.159245906698378
"Pseudomonas_sp._B21-041",-0.35721725415588,0.159245906698378
"Pseudomonas_sp._BYT-5",-0.35721725415588,0.159245906698378
"Pseudomonas_azerbaijanorientalis",-0.35721725415588,0.159245906698378
"Pseudomonas_xanthosomatis",-0.35721725415588,0.159245906698378
"Shewanella_rhizosphaerae",-0.35721725415588,0.159245906698378
"Pseudoalteromonas_arctica",-0.35721725415588,0.159245906698378
"Vibrio_sp._SCSIO_43155",-0.35721725415588,0.159245906698378
"Rhizobium_sp._BT-175",-0.35721725415588,0.159245906698378
"Agrobacterium_sp._T29",-0.35721725415588,0.159245906698378
"Mesorhizobium_sp._131-3-5",-0.35721725415588,0.159245906698378
"Aminobacter_sp._MDW-2",-0.35721725415588,0.159245906698378
"Rhodoplanes_serenus",-0.35721725415588,0.159245906698378
"Labrenzia_sp._THAF82",-0.35721725415588,0.159245906698378
"Brucella_sp._6810",-0.35721725415588,0.159245906698378
"Brucella_sp._458",-0.35721725415588,0.159245906698378
"Sphingomonas_sinipercae",-0.35721725415588,0.159245906698378
"Wolbachia_endosymbiont_of_Drosophila_pseudotakahashii",-0.35721725415588,0.159245906698378
"Nitratifractor_salsuginis",-0.35721725415588,0.159245906698378
"Haloarcula_hispanica",-0.35721725415588,0.159245906698378
"Methanogenium_sp._S4BF",-0.35721725415588,0.159245906698378
"Methanosarcina_sp._MTP4",-0.35721725415588,0.159245906698378
"Thermococcus_cleftensis",-0.35721725415588,0.159245906698378
"Archaeoglobus_fulgidus",-0.35721725415588,0.159245906698378
"Conexivisphaera_calida",-0.35721725415588,0.159245906698378
"Candidatus_Nitrosotenuis_chungbukensis",-0.35721725415588,0.159245906698378
"Stygiolobus_caldivivus",-0.35721725415588,0.159245906698378
"Candidatus_Micrarchaeum_sp.",-0.35721725415588,0.159245906698378
"Cuniculiplasma_divulgatum",-0.35721725415588,0.159245906698378
"Shewanella_sp._phage_1/44",-0.35721725415588,0.159245906698378
"Riemerella_phage_RAP44",-0.35721725415588,0.159245906698378
"Streptococcus_phage_CHPC928",-0.35721725415588,0.159245906698378
"Brussowvirus_bv858",-0.35721725415588,0.159245906698378
"Yonseivirus_soft",-0.35721725415588,0.159245906698378
"Cheoctovirus_kersh",-0.35721725415588,0.159245906698378
"Buchavirus_intestinalis",-0.35721725415588,0.159245906698378
"Svunavirus_sv1",-0.35721725415588,0.159245906698378
"Flaumdravirus_KIL4",-0.35721725415588,0.159245906698378
"Obolenskvirus_LZ35",-0.35721725415588,0.159245906698378
"Raleighvirus_darolandstone",-0.35721725415588,0.159245906698378
"Microbacterium_phage_Celaena",-0.35721725415588,0.159245906698378
"Vendettavirus_vendetta",-0.35721725415588,0.159245906698378
"Omarvirus_amethyst",-0.35721725415588,0.159245906698378
"Coopervirus_stinger",-0.35721725415588,0.159245906698378
"Wifcevirus_WFH",-0.35721725415588,0.159245906698378
"Moumouvirus_goulettemassiliense",-0.35721725415588,0.159245906698378
"Chrysochromulina_ericina_virus",-0.35721725415588,0.159245906698378
"Phaeocystis_globosa_virus",-0.35721725415588,0.159245906698378
"Invertebrate_iridescent_virus_22",-0.35721725415588,0.159245906698378
"Linepithema_humile_entomopoxvirus_1",-0.35721725415588,0.159245906698378
"Human_papillomavirus_KC5",-0.35721725415588,0.159245906698378
"Euproctis_digramma_nucleopolyhedrovirus",-0.35721725415588,0.159245906698378
"Aminobacterium_colombiense",0.35721725415588,0.159245906698378
"Candidatus_Aciduliprofundum_boonei",0.35721725415588,0.159245906698378
"Pseudochrobactrum_sp._Wa41.01b-1",0.35721725415588,0.159245906698378
"Bacillus_sp._JAMB750",0.35721725415588,0.159245906698378
"Pseudomonas_sp._FP2300",0.35721725415588,0.159245906698378
"Lactobacillus_sp._ESL0680",0.35721725415588,0.159245906698378
"Rhodococcus_sp._11-3",0.35721725415588,0.159245906698378
"Streptomyces_sp._PLM4",0.35721725415588,0.159245906698378
"Mycoplasmopsis_columbinasalis",0.35721725415588,0.159245906698378
"Enterobacter_sp._S-33",0.35721725415588,0.159245906698378
"Klebsiella_sp._CTHL.F3a",0.35721725415588,0.159245906698378
"Marinobacter_sp.",0.35721725415588,0.159245906698378
"Palaeococcus_pacificus",0.35721725415588,0.159245906698378
"Pahexavirus_wizzo",0.35721725415588,0.159245906698378
"Pahexavirus_solid",0.35721725415588,0.159245906698378
"Pahexavirus_SKKY",0.35721725415588,0.159245906698378
"Pahexavirus_PHL114L00",0.35721725415588,0.159245906698378
"Pahexavirus_PHL117M01",0.35721725415588,0.159245906698378
"Pahexavirus_P104A",0.35721725415588,0.159245906698378
"Pahexavirus_PHL092M00",0.35721725415588,0.159245906698378
"Fohxhuevirus_gastrointestinalis",0.35721725415588,0.159245906698378
"Junduvirus_copri",0.35721725415588,0.159245906698378
"Myoalterovirus_PT11V22",0.35721725415588,0.159245906698378
"Diachasmimorpha_entomopoxvirus",0.35721725415588,0.159245906698378
"Pandoravirus_inopinatum",0.35721725415588,0.159245906698378
"Longquan_Niviventer_coninga_ledantevirus_1",0.35721725415588,0.159245906698378
"Tritonibacter_mobilis",-0.357125528623346,0.159360718710846
"Rhodococcus_sp._PBTS_1",-0.357066336859046,0.159434838258954
"Mycolicibacterium_confluentis",-0.357013175674885,0.159501426251382
"Rathayibacter_rathayi",-0.356817173025001,0.159747095603274
"Saccharopolyspora_gloriosae",-0.356791226986648,0.159779635509966
"Rathayibacter_festucae",-0.356707688697315,0.159884434519116
"Thiosulfativibrio_zosterae",-0.356707688697315,0.159884434519116
"Tenacibaculum_ovolyticum",-0.356660772218443,0.15994331177046
"Cyanobium_sp._NIES-981",-0.356539443801317,0.160095639412164
